% Ny a b nu datacount wallunits? ustar
% 49 -1 1 0.0025000000000000001 1 0 0.075749863152052274
% <uu> <uv> <uw> <vv> <vw> <ww> <utot> <utot-Ubase> Ubase
0 2.1660693343280194e-34 -1.0408340855860843e-17 1.0641346281811082e-34 6.328567711239485e-36 1.7624186801878557e-34 1 2.775557561562892e-17 1
5.7202098808772917e-06 -9.9460493606024704e-10 -0.00016550973200194085 1.3153400956507067e-12 -6.6751369387087179e-11 5.0464435544340393e-07 0.99509466480734166 -0.0027642584312616374 0.99785892323860326
8.9071068767432315e-05 -6.2582948898375567e-08 -0.00062755273466662688 3.2840438077265881e-10 -4.1639780367199152e-09 7.8035802651361114e-06 0.98050589352904249 -0.01093896784476793 0.99144486137381038
0.00043098214485581821 -6.9297862321488795e-07 -0.0012891148534199227 8.072633972356373e-09 -4.5444305254358761e-08 3.7319096865067216e-05 0.95661076191021965 -0.024174518493010701 0.98078528040323032
0.0012786581042206757 -3.7425742649186096e-06 -0.0020087563142277289 7.6056201309901513e-08 -2.4046665657894159e-07 0.00010888997801473899 0.92402248237505114 -0.041903343914017177 0.96592582628906831
0.0028785241288352692 -1.3569588664878077e-05 -0.0026269215847750183 4.2047696351244123e-07 -8.4903747783347506e-07 0.00023983026492666758 0.88356814494844571 -0.063361984546659908 0.94693012949510558
0.0054074522471734277 -3.8082899174054061e-05 -0.0029954653774454222 1.6490018096630996e-06 -2.3058397103524808e-06 0.00043837765558952732 0.83625875367575675 -0.087620778835530017 0.92387953251128674
0.0089194693572033357 -8.9259431133541527e-05 -0.0030048406934514598 5.0758723427670593e-06 -5.1957081559550238e-06 0.0006995773341357674 0.78325270222621013 -0.11362003930647809 0.89687274153268826
0.013321114495465691 -0.00018283169417059351 -0.0026039139803126421 1.3026789927857809e-05 -1.0161322652801862e-05 0.0010049861933391258 0.72581408232360711 -0.14021132146083157 0.86602540378443871
0.018381291494237451 -0.00033702104353423824 -0.0018088610542438311 2.8981687595110561e-05 -1.7754789707586369e-05 0.0013265028119019404 0.66526741509148923 -0.16620219721105589 0.83146961230254512
0.023772768970701519 -0.00057041073719553675 -0.00069975064039935785 5.7403585676645086e-05 -2.8265612882654378e-05 0.0016334278247752312 0.60295053078921934 -0.19040280950201577 0.79335334029123517
0.029134662355313146 -0.00089925747642533851 0.00059419420224232915 0.00010317217000232989 -4.1569827020956432e-05 0.0019008740071574499 0.54016739155629911 -0.21167241592267824 0.75183980747897738
0.034140285763459094 -0.0013346824533777477 0.001917528312398919 0.0001706668648113006 -5.704422309862679e-05 0.0021171584570081935 0.47814265202629302 -0.22896412916025452 0.70710678118654757
0.038553903421373742 -0.0018802303979226552 0.0031151089822419433 0.00026268364722109648 -7.3575420750522598e-05 0.0022879713844529796 0.41797968401790936 -0.24136613108215949 0.65934581510006884
0.042263274883688196 -0.0025302285612743831 0.0040570842843057767 0.0003794678351239319 -8.9670106320747061e-05 0.0024359020624346753 0.36062365660544293 -0.24813777240327772 0.60876142900872066
0.045281503974359691 -0.0032692327936833512 0.0046577203023012246 0.00051815636482840704 -0.00010364703554503242 0.0025951153673238131 0.30683106690586964 -0.24873916611373242 0.55557023301960207
0.047719763264698636 -0.0040726508176937536 0.0048848521064670065 0.00067283202205793311 -0.00011387106565798053 0.0028022936311181946 0.2571468674334671 -0.24285313256653285 0.49999999999999994
0.049739824916135718 -0.0049084298465220362 0.0047587520516359427 0.00083522182524177512 -0.00011898040914822972 0.0030860327066986127 0.21189004245933241 -0.23039864775966867 0.44228869021900108
0.051500066810309386 -0.0057395316678056432 0.0043413927420466337 0.00099587806067329317 -0.0001180627369635264 0.0034574109270050558 0.17114815975465991 -0.21153527261042987 0.38268343236508978
0.053109559684629798 -0.0065268253911909069 0.0037189883385769043 0.0011455319888535095 -0.0001107516911349868 0.0039042769529795602 0.13478107792920296 -0.18665838737395851 0.32143946530316148
0.054601837314652589 -0.0072320184978366181 0.0029819394725257736 0.0012762624249127853 -9.7237305075018502e-05 0.0043909532104134258 0.10243363660837612 -0.15638540849414462 0.25881904510252074
0.055933930629656625 -0.00782031121813157 0.002206641059094982 0.0013821943361763706 -7.8204707656718731e-05 0.0048637315844909925 0.07355681049308864 -0.12153351152303953 0.19509032201612816
0.057008928384024632 -0.0082625706025600577 0.0014429892043511989 0.0014596118801628794 -5.4729034076037013e-05 0.0052610812408030935 0.047436482224187587 -0.083089709995863986 0.13052619222005157
0.057713752412847485 -0.0085369429414804687 0.00070999510169599065 0.0015065749405273924 -2.8157246171709362e-05 0.0055262704264571428 0.02322869546466004 -0.042174433765483021 0.065403129230143062
0.057959806844335791 -0.0086299220272298832 -1.8264063221876128e-18 0.0015222930678792108 4.9073912590361959e-20 0.0056194436419580822 -5.3370936142771446e-17 -5.3370936142771446e-17 0
0.057713752412847458 -0.0085369429414804653 -0.00070999510169599922 0.0015065749405273922 2.8157246171709273e-05 0.0055262704264571428 -0.023228695464660262 0.042174433765482799 -0.065403129230143062
0.057008928384024632 -0.0082625706025600595 -0.0014429892043512085 0.0014596118801628794 5.4729034076037108e-05 0.0052610812408030961 -0.047436482224187809 0.083089709995863764 -0.13052619222005157
0.055933930629656611 -0.0078203112181315752 -0.0022066410590949885 0.0013821943361763717 7.8204707656718555e-05 0.0048637315844909925 -0.073556810493088834 0.12153351152303933 -0.19509032201612816
0.054601837314652624 -0.0072320184978366233 -0.0029819394725257788 0.0012762624249127855 9.7237305075018502e-05 0.0043909532104134301 -0.10243363660837623 0.15638540849414451 -0.25881904510252074
0.053109559684629777 -0.0065268253911909112 -0.0037189883385769112 0.0011455319888535106 0.00011075169113498675 0.0039042769529795641 -0.13478107792920313 0.18665838737395835 -0.32143946530316148
0.051500066810309324 -0.0057395316678056467 -0.0043413927420466415 0.00099587806067329425 0.00011806273696352639 0.0034574109270050571 -0.17114815975466013 0.21153527261042965 -0.38268343236508978
0.049739824916135718 -0.0049084298465220414 -0.0047587520516359453 0.00083522182524177588 0.00011898040914822959 0.003086032706698614 -0.21189004245933241 0.23039864775966867 -0.44228869021900108
0.04771976326469865 -0.0040726508176937579 -0.0048848521064670117 0.00067283202205793431 0.00011387106565798073 0.0028022936311181963 -0.25714686743346721 0.24285313256653274 -0.49999999999999994
0.045281503974359691 -0.0032692327936833577 -0.0046577203023012324 0.00051815636482840824 0.00010364703554503254 0.0025951153673238149 -0.30683106690586964 0.24873916611373242 -0.55557023301960207
0.042263274883688223 -0.0025302285612743888 -0.0040570842843057862 0.0003794678351239326 8.9670106320747142e-05 0.0024359020624346779 -0.36062365660544304 0.24813777240327761 -0.60876142900872066
0.038553903421373742 -0.0018802303979226595 -0.0031151089822419602 0.00026268364722109708 7.3575420750522787e-05 0.0022879713844529818 -0.41797968401790936 0.24136613108215949 -0.65934581510006884
0.034140285763459094 -0.0013346824533777499 -0.0019175283123989259 0.00017066686481130095 5.704422309862683e-05 0.0021171584570081935 -0.47814265202629302 0.22896412916025452 -0.70710678118654757
0.029134662355313201 -0.00089925747642534057 -0.00059419420224233609 0.00010317217000233004 4.1569827020956507e-05 0.0019008740071574507 -0.540167391556299 0.21167241592267835 -0.75183980747897738
